Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,2,20434.0,1504,13280,106
Existing Customer,49,M,5,Graduate,Married,$60K - $80K,Silver,1,29531.0,2088,15039,120
Existing Customer,56,M,1,Uneducated,Divorced,$120K +,Blue,1,3730.0,0,13997,102
Existing Customer,41,M,2,Post-Graduate,Married,$40K - $60K,Blue,2,10688.0,653,13866,98
Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,6,4668.0,2517,8331,63
Existing Customer,35,M,3,Unknown,Single,$40K - $60K,Gold,1,22725.0,808,13847,120
Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,1,8155.0,1178,14955,102
Existing Customer,41,F,3,Doctorate,Married,$40K - $60K,Silver,1,18266.0,822,14615,124
Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,1,10492.0,1094,13764,104
Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,1,6380.0,2517,13945,97
Existing Customer,37,F,5,Unknown,Married,$40K - $60K,Silver,1,19055.0,2517,15091,124
Existing Customer,51,M,2,College,Single,$120K +,Blue,2,3477.0,752,13627,120
Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,2,3277.0,0,14252,127
Existing Customer,49,M,4,Post-Graduate,Married,$120K +,Silver,2,34516.0,0,13376,129
Existing Customer,35,F,2,Unknown,Married,Less than $40K,Blue,1,3616.0,1155,15391,94
Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,2,3973.0,0,13740,131
Existing Customer,45,F,3,Graduate,Unknown,$40K - $60K,Blue,2,4318.0,2359,12867,118
Existing Customer,48,F,2,High School,Unknown,Unknown,Blue,2,7660.0,764,14844,100
Existing Customer,46,F,3,Graduate,Divorced,Unknown,Blue,1,3515.0,0,15079,116
Existing Customer,36,F,0,Unknown,Married,Less than $40K,Silver,1,13313.0,0,15549,121
Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,4,4541.0,0,7996,80
Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,2,8284.0,797,13092,102
Attrited Customer,31,M,0,Post-Graduate,Married,Less than $40K,Blue,1,3768.0,0,6639,71
Existing Customer,35,M,3,High School,Married,$40K - $60K,Blue,1,14382.0,1950,12941,131
Existing Customer,54,F,1,High School,Single,Unknown,Blue,2,10798.0,1378,13681,105
Existing Customer,49,M,3,Graduate,Single,$40K - $60K,Gold,2,23981.0,1408,14455,96
Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,1,22729.0,1581,13672,110
Existing Customer,41,F,2,High School,Single,Unknown,Blue,2,27670.0,0,13854,124
Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,2,3423.0,647,14308,124
Existing Customer,46,F,4,Unknown,Single,Unknown,Silver,1,33874.0,1473,13753,98
Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,2,3175.0,1116,14071,101
Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,1,7979.0,0,5056,63
Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,1,13679.0,2267,15180,103
Existing Customer,47,F,2,Uneducated,Unknown,Less than $40K,Silver,1,14767.0,948,13090,104
Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,2,34516.0,569,8570,68
Attrited Customer,61,M,0,Unknown,Single,$120K +,Blue,6,4650.0,1162,7976,74
Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,1,3592.0,865,12777,95
Existing Customer,31,M,0,High School,Married,$60K - $80K,Silver,1,32535.0,1722,15738,116
Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,2,3214.0,1471,14557,114
Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,6,4819.0,2134,9330,64
Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,2,16433.0,0,13678,125
Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,2,12174.0,1361,14743,121
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,2,9230.0,1518,14082,99
Existing Customer,39,M,3,Post-Graduate,Married,$60K - $80K,Blue,2,6867.0,776,14119,97
Existing Customer,51,M,4,College,Single,$120K +,Gold,2,34516.0,1848,14149,103
Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,2,18046.0,0,13758,104
Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,2,7680.0,1589,13617,105
Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,2,7825.0,0,14326,100
Existing Customer,41,M,5,College,Married,$60K - $80K,Blue,1,5002.0,1945,16161,109
Existing Customer,27,M,0,College,Unknown,$80K - $120K,Silver,1,34516.0,1131,14716,112
Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,2,4755.0,0,15999,109
Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,1,22104.0,1783,13830,112
Existing Customer,53,M,2,Post-Graduate,Single,$60K - $80K,Silver,1,29038.0,2295,12025,103
Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,2,4620.0,0,6644,61
Existing Customer,58,M,1,High School,Married,$80K - $120K,Blue,1,34516.0,1341,13988,127
Existing Customer,41,F,3,Graduate,Single,Less than $40K,Silver,2,11463.0,0,14511,105
Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,2,6224.0,0,8291,69
Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,2,19252.0,751,14074,112
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,1,34516.0,1583,12906,100
Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,1,3232.0,1564,13142,112
Existing Customer,44,M,2,Uneducated,Married,$120K +,Platinum,2,34516.0,1421,14465,114
Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Gold,2,23981.0,0,4536,61
Existing Customer,47,F,2,College,Single,Less than $40K,Blue,2,4822.0,1882,13816,121
Existing Customer,46,M,2,Graduate,Unknown,$120K +,Silver,2,34516.0,1381,14696,114
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Silver,1,12100.0,1350,13138,115
Existing Customer,40,M,3,Unknown,Divorced,$60K - $80K,Blue,2,20466.0,1138,15121,97
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,2,17887.0,1821,14544,116
Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,5,23399.0,0,9356,74
Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,2,13026.0,789,14747,100
Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Silver,2,15698.0,2000,12980,82
Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,1,5590.0,875,14643,127
Existing Customer,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,1,17575.0,618,15473,128
Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,1,29528.0,1769,14428,119
Existing Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Platinum,1,34516.0,1996,15033,114
Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,1,4147.0,2262,14624,111
Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,5,12494.0,0,7026,69
Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,2,34516.0,1692,7486,64
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,2,13411.0,1736,12493,113
Existing Customer,41,M,3,Unknown,Married,$120K +,Blue,2,34516.0,638,13085,139
Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,1,17646.0,1396,15527,106
Existing Customer,45,M,3,Uneducated,Single,$60K - $80K,Blue,2,11121.0,1296,13814,81
Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,6,4109.0,0,8642,77
Existing Customer,44,M,2,High School,Married,$120K +,Blue,2,6176.0,905,15102,95
Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,2,4512.0,1172,14414,98
Existing Customer,31,M,0,Graduate,Married,$80K - $120K,Blue,2,32791.0,1607,13177,106
Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,2,4772.0,2004,14748,118
Existing Customer,56,M,1,Unknown,Unknown,$60K - $80K,Blue,2,10602.0,1083,14084,91
Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,1,7953.0,0,8670,74
Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,2,8022.0,0,5660,59
Existing Customer,38,M,3,High School,Single,$120K +,Blue,2,34516.0,0,13781,106
Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,1,9092.0,1363,14779,94
Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,1,5541.0,2517,9195,73
Existing Customer,56,M,0,Doctorate,Single,$80K - $120K,Blue,2,7204.0,0,14042,113
Existing Customer,27,F,0,Graduate,Unknown,Less than $40K,Blue,1,4548.0,1450,14330,131
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,1,3860.0,1175,14474,118
Existing Customer,48,M,2,High School,Married,Less than $40K,Silver,2,14581.0,2517,17628,109
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,2,3084.0,0,12739,96
Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Blue,1,12375.0,2263,14500,106
Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,1,23981.0,0,15236,120
Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,2,19534.0,0,15634,118
Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,1,22993.0,0,7867,75
Existing Customer,51,M,2,Unknown,Single,$120K +,Silver,2,34516.0,585,13534,104
Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,2,15164.0,1071,13062,103
Existing Customer,45,M,4,Graduate,Married,Less than $40K,Blue,1,7231.0,1047,15571,115
Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,2,34516.0,2022,13633,116
Existing Customer,31,M,2,Graduate,Unknown,$80K - $120K,Silver,2,34516.0,1780,14185,98
Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,1,9215.0,639,13345,114
Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,2,25438.0,1907,16485,104
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,1,3759.0,0,15331,106
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,1,3029.0,2267,14934,113
Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,5,4203.0,996,7292,68
Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,1,21526.0,1320,14441,105
Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,6,12207.0,0,5838,74
Existing Customer,39,F,2,Graduate,Single,Unknown,Silver,1,32089.0,1971,13796,121
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,1,3541.0,1042,14511,123
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,2,7139.0,1512,14802,112
Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,1,3669.0,2517,13931,112
Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,1,5859.0,0,8004,82
Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,2,15594.0,1590,13016,118
Existing Customer,48,M,3,Graduate,Married,$120K +,Gold,1,34516.0,1823,15552,108
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,2,6704.0,0,12576,103
Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,1,32417.0,871,14381,121
Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,1,2754.0,2152,13991,125
Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,1,27945.0,0,8345,70
Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,1,34516.0,1068,16428,123
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,1,7098.0,1829,13139,102
Existing Customer,39,F,2,College,Single,Less than $40K,Silver,1,12338.0,1277,15869,109
Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,1,16703.0,1140,15472,122
Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,2,16667.0,1463,15301,115
Attrited Customer,54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,1,18512.0,1664,8019,57
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,2,14131.0,1333,12779,103
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,1,3276.0,1474,14212,116
Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,1,34516.0,1435,15584,114
Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,1,3629.0,1891,15982,113
Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,2,13067.0,1943,15172,118
Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,2,3845.0,1871,14593,110
Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,4,12094.0,0,8607,90
Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,1,34516.0,1638,14474,121
Existing Customer,60,F,1,Graduate,Married,Unknown,Blue,2,13312.0,1974,14336,106
Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,2,3466.0,2517,13140,94
Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,1,15223.0,1729,14230,111
Existing Customer,53,M,1,High School,Married,$120K +,Gold,1,34516.0,831,13247,107
Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,4,5989.0,0,5843,60
Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,2,5287.0,0,8392,69
Existing Customer,53,M,1,High School,Unknown,$40K - $60K,Blue,2,9060.0,0,14305,102
Existing Customer,56,M,2,High School,Unknown,$80K - $120K,Blue,1,4731.0,831,14952,118
Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,1,9502.0,1881,14418,100
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,1,29738.0,2370,14270,97
Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,1,3918.0,813,15867,103
Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,1,3944.0,1006,15315,124
Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,2,6577.0,1800,14229,120
Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,2,34516.0,2417,13021,117
Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,1,34516.0,714,14279,97
Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,1,8670.0,1930,13767,96
Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,1,32554.0,0,8528,87
Existing Customer,56,F,1,High School,Unknown,$40K - $60K,Blue,2,8331.0,0,14324,103
Existing Customer,34,F,4,High School,Single,Unknown,Silver,2,32056.0,1668,12595,106
Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,1,15524.0,1148,13819,106
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,2,4010.0,2517,14354,101
Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,2,3275.0,1525,14830,112
Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,1,18349.0,1209,16422,110
Existing Customer,35,M,2,Post-Graduate,Single,$60K - $80K,Blue,2,3388.0,1659,13557,100
Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,1,4015.0,0,8363,65
Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,2,9719.0,2517,9183,51
Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,2,4178.0,2463,16216,107
Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,1,3735.0,1474,15039,130
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Silver,1,29856.0,1576,14887,119
Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,2,11522.0,1203,13720,119
Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,2,3161.0,1788,13692,117
Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,1,14774.0,2517,8293,63
Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,4,34516.0,2517,8248,66
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,2,5118.0,980,14593,109
Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,2,14682.0,2517,8193,72
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,1,3108.0,2280,14763,99
Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,1,3223.0,1413,13648,103
Existing Customer,43,M,1,Graduate,Married,$120K +,Blue,5,28612.0,2517,14727,105
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Silver,1,6224.0,777,13503,112
Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,1,24134.0,1290,13311,110
Existing Customer,36,M,4,High School,Single,$120K +,Blue,1,27929.0,1898,14755,123
Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,1,3657.0,0,14802,95
Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,1,8257.0,961,13769,104
Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,1,23051.0,1836,14393,107
Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,2,14839.0,2226,14625,115
Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,1,3755.0,1591,14402,110
Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,2,3862.0,0,15282,125
Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,1,7539.0,0,15293,129
Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,2,10588.0,503,7886,70
Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,2,11808.0,0,13751,113
Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,1,15504.0,1277,14181,126
Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,4,12091.0,0,8127,74
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,2,13818.0,609,13209,101
Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,2,4442.0,1107,14437,109
Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,2,5282.0,1144,13513,115
Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,1,34516.0,1617,13083,93
Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,1,34516.0,1583,12192,112
Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,2,10353.0,1520,15028,124
Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,1,9959.0,0,14948,125
Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,2,6280.0,2181,14109,92
Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,2,13694.0,2219,9040,63
Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,1,8940.0,1518,14459,97
Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,2,6546.0,1908,14103,112
Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,1,32587.0,992,15958,113
Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,1,11474.0,0,13041,98
Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,1,34516.0,2203,14204,96
Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,4,9463.0,764,7106,61
Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,1,12552.0,1405,15508,95
Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,2,21679.0,1073,15581,115
Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,1,10531.0,2330,14955,118
Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,1,4905.0,2413,15478,109
Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,2,34516.0,0,12847,106
Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,2,34516.0,2120,14626,97
Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,1,10017.0,726,9299,68
Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,1,31832.0,518,10201,59
Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,2,5843.0,1346,13299,95
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,2,34427.0,1613,13545,112
Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,1,34516.0,0,9177,50
Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,1,34516.0,1723,13853,98
Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,1,34516.0,1984,14969,96
Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,2,4779.0,2517,8912,63
Existing Customer,51,M,1,Unknown,Single,$60K - $80K,Blue,2,4248.0,1177,13958,116
Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,1,7872.0,989,13746,104
Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,1,6077.0,1421,12489,97
Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,2,3882.0,2029,13980,128
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,1,7207.0,1645,13730,96
Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,1,6121.0,1679,14224,117
Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,6,34516.0,572,8659,81
Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,2,3535.0,1964,14080,85
Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,2,34516.0,1783,8472,80
Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,6,34516.0,432,9045,72
Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,2,6224.0,1329,14238,93
Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,2,9178.0,1585,14932,110
Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,2,4328.0,1493,14731,120
Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,1,9959.0,1049,15195,99
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,1,9634.0,2076,14218,102
Existing Customer,35,F,2,Unknown,Divorced,Unknown,Blue,2,19033.0,1555,16033,116
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,2,8624.0,1709,15738,111
Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,1,3575.0,0,7672,66
Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,2,5508.0,0,7507,78
Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,1,5871.0,1829,15645,117
Attrited Customer,56,M,1,Uneducated,Single,$60K - $80K,Blue,6,15219.0,2281,7625,78
Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,2,34516.0,2328,15754,121
Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,1,8147.0,1750,14912,114
Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,1,3525.0,1519,13625,110
Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,1,9711.0,972,14926,115
Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,1,11358.0,1425,14327,92
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,1,6765.0,0,14133,124
Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,1,4725.0,1253,9134,77
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,1,3699.0,913,7297,71
Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,1,34516.0,1666,13971,116
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,2,8851.0,1753,14783,110
Existing Customer,52,F,1,College,Unknown,Less than $40K,Blue,1,8506.0,0,14289,113
Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,1,3442.0,1229,14618,100
Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,1,3731.0,0,13234,92
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,1,7744.0,1893,16059,124
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,2,5972.0,0,14227,116
Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Blue,1,21714.0,1969,13270,104
Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,2,3371.0,1530,13432,118
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,2,9546.0,960,14211,111
Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,2,3848.0,0,14054,105
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,1,9199.0,1230,15367,123
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,2,13381.0,1845,14532,116
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,2,2833.0,1622,14341,101
Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,2,15101.0,1396,13545,96
Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,2,3603.0,1465,14235,101
Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,2,4132.0,2517,13820,129
Existing Customer,39,F,0,College,Single,Less than $40K,Blue,1,4366.0,1870,15451,127
Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,1,6128.0,2239,13505,116
Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,2,34516.0,2517,6782,67
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,1,6882.0,1930,13836,113
Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,1,13490.0,1567,13159,105
Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,2,17978.0,1820,15657,114
Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,2,3821.0,1673,15005,89
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,2,3624.0,1641,15824,121
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,1,3787.0,824,16220,120
Existing Customer,38,F,1,College,Single,Less than $40K,Blue,2,4623.0,1366,14730,118
Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,2,4343.0,2220,14463,119
Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,1,17328.0,0,15367,105
Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,2,3803.0,2437,14397,117
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,1,23889.0,603,13360,124
Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,2,34516.0,2381,15071,103
Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,2,3999.0,0,7567,76
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,1,11782.0,2177,16605,110
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,2,3220.0,0,13339,90
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,2,9742.0,2517,13082,92
Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,2,4178.0,0,7914,54
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,1,34516.0,738,15143,121
Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,1,26819.0,1657,14450,111
Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,1,9580.0,132,5385,51
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,2,7940.0,1669,15445,118
Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,1,34516.0,1662,13578,105
Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,2,3471.0,0,14381,115
Attrited Customer,51,M,2,Unknown,Single,$120K +,Blue,2,14938.0,0,8192,80
Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,2,14072.0,1917,13432,107
Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,1,15928.0,1527,14678,125
